id,text,category
4558,4904 5071 978 237 8542 7958 7473,0
2875,1496 7924 5072 4032 4439 6653 4801 1187 1925 755 1994 5640 2582 224 8542 4678 2582 753 5929 1994 2380 755 4017 4565 676 5636 6700 771 4600 7532,0
3007,425 230 1207 5326 3825,0
1190,4477 230 2698 3759 6349 378 3286,0
3082,5270 755 2734 7320 7924 4927 3078,0
3289,3898 6685 230 8406 2715 918 237 7325 230 7982 6193 1994 5922 1634 3078,0
4209,4442 4069 4715 7473 4608 4580 7138 5107,0
1934,4652 4533 5107 2995 5338 4017,0
3985,7531 753 5922 5620 1872 4442 5085 7792 8542 666 237 4384,0
1757,5465 6084 8265 3799 8298 6084 4127 4082 1543 1582 3485 4608 1240 918 237 5219 7120 7236 8524 7924 5045 4017 5407,0
3070,7436 5548 468 6814 5045 3078 2188 2559 7343 4013 8214 5773,0
3230,4518 2734 5746 6584 2230 3474 2698 3968 3501 5773 8142 5402 1786 7938 1414 5125,0
4415,6493 4595 2540 4608 7138 3139 3647 5141 4016 4559,0
4283,3577 12 230 1698 3968 1582 5922 3766 2528 5773 3587 6439 528 755 1782 3078,0
1173,590 5493 4017 6084 2889 1579 7566 5234 6517 237 2734 4017 2707 4017,0
1152,1304 230 753 254 6461 5239 7982 3078 7018 6227 1556 1612 224 8264 2230 2734 6193 237 5085 3078 5819,0
1650,3659 8542 4892 7805 1994 2741,0
2842,2925 5930 3882 8406 4929 7295 4179 6084 6980 6193 237,0
2778,3332 2734 4871 5045 6349 7269 7924 2403 5174 5071 5300 3581 6214 4442 5107 6300 2020 6589 2403 5773 5638 1007 5773 300,0
4539,1597 8155 4032 3577 3256 237 3647 1543 5922 2440 230 5174 5071 6349 6517 77 6439 786 3814 1444 4768 5071 7231 6300 6843 6700 1280 8504 786 4715 3968 6204 3718 5064 6700 5620 3485 7532 7526,0
1877,538 4580 3078 4017 5797 3431 5669 3951 4097 1280 8542 1436 1511 5373 4946 753 8453 3499 5895 6274 5895 5922 8041 5672 7054 1185 708 5407 4189 230 5071 1008 380 4211 4017 4250 5071 6660 7216,0
3995,5041 2734 7622 3501 4211 5672 77 572 6700,0
3426,7168 3468 4528 224 2439 4357 6750 2439,0
1384,57 4017 6081 3083 8421 6700 1991 7152 7257 4937 5552 6825 6026 8582 4326 3843 6584 7610 7526 369 7152 7313 2047 6700 7769 7954 339 681 1611 8500 413 7548 6209 5773,0
1899,3104 3468 7814 7924 474 5412 1891 3303 5773,0
2140,6084 6349 7812 8542 7860 753 230 1207 3647 7957 6311 8105,0
3617,6527 5071 7027 6517 528 5821 1444 6467 5071 4369 4976 2393 3718 1622 8054 6463 331 3415 7526 8013 7526,0
1496,7764 7852 7549 77 572 1582 7511 6349 4026 2086 1240 5795 6547 5620 6005 6700 1390 4771 5773,0
1896,6451 5773 4477 8326 8447 3934 5773,0
2487,1520 3647 3581 7924 2266 6300 5922 6551 3284 5773 425,0
3087,376 5716 5075 921 7966 3026 7687 5062 2594 7669 7080 7669 2914 392 6293 7034,0
3159,6448 2734 7027 2698 7622 7744 274 237 8631 3078 1047 5326 4503 5242 6300 8542 5636 3078 6084 2945 237 254 911 1582 7511 224 2641 651 5045 7812 2698 2807 6794 224 2269 8406 7331 3412 1 5773 6032 4509 6791 5045 4369 142 3385 2641 8089 2698 5169 203 4715 6300 230 142 2641 7028 7485 5107 7792 8406 4457 230 6057 5773,0
4747,3048 4461 2734 224 6461 756 1994 3080 237 4934 3885 6589 6568 8542 4461 224 2923 5045 8075 4471 8542 1944 6084 5795 5922 1436 3425 6106,0
1606,1594 7502 4032 5035 4442 4144 4466 6300 4144 5315 5035 6747 2367 1280 7502 4032 5035 3352 230 7152 4169 6047 4144 6759 8069 2985 2928 5035 3705 4032 3393 2821 3332 7055 7582 4017 6630 520 6306 520 1417 520 6306 5819,0
4801,2925 5439 6700 224 1135,0
2047,4442 1224 7772 7526,0
2577,7136 230 1698 3468 77 8161 6193 1994 7538,0
3967,7685 5326 8631 224 5869 5085 8280 7924 3751 5773 4035 8631 5085 5773,0
1042,4138 3718 3626 1462 7642 5658 3385 4017 4041 3361 8406 4121 1486 5922 1094 7924 626 4017 2722 6300 1543 5922 4695 8084 203 2645 7343 2734 6254 5773,0
3088,1987 4829 6343 7526 2297 230 2513 753 5705 8600 4097 8568 7301 230 1819 7107 4829 7526 5549 5672 7602 2835 1845 2336 6589 1007 8568 7526 6800 4946 5071 4314 7526,0
4183,3275 5740 2734 3668 5278 6461 1398 230 5194 6584 3876,0
2720,7747 3283 2698 1900 2734 5746 8542 888,0
1081,7167 4702 5174 6527 2734 150 3078 6084 7027 2417 5894 4715 237 6767 1124 6589 5245,0
2802,3730 3385 468 3718 3221 229 123 5773,0
1301,7136 230 7813 6461 2266 2963 3078,0
4513,7136 5235 753 1827 230 6203 1582 1944 230 8075 8542 4678 1631 8298 518 230 6933 3283 472 224 6927 2230 307 4017,0
3400,2707 4580 1965 3283 5750 1235 6128 3581 5922 8506 7214,0
4404,810 6517 2734 5795 6203 3759 1708 5773 2925 3170 1994 6439 5620 2466 224 2968 2698 2199 6517 3968 4500 2734 6927 3812 7567 2734 5922 560 5773,0
1538,6084 6156 5071 259 6214 4714 3225 5071 203 1703 5773 3216 2373 1698 4944 4676 5773 3821 1929 2945 2989 2433 8134 2963 5986 8389 5773,0
1601,1837 6517 5066 3983,0
4603,6521 7924 2373 2734 7622 4768 5922 346 4017,0
2511,2290 753 8542 770 230 4774 8542 4131 6980 2949 5672 7860 52 8487 6700 4584 6865 2738 8075 6408 2230 2619 230 49 5492 4638 6700 5431 3078,0
3198,6451 6343 5773 4442 6300 5779 5085 1690 5773,0
3360,30 5773 5837 2734 6254 1657 3078 6084 5795 5922 854 224 7399 2963 8406 2845 5773,0
3111,1796 572 79 572 5819 7907 7605 224 3000 6700,0
1297,3436 7751 1698 1444 6794 8380 5185 5773,0
2722,8235 5773 708 5819 2698 5165 7525 753 6254 4197 3712 5773 5563 5795 237 6576 5773,0
1256,4477 4350 4961 2589 2734 5773 2531 2933 8406 6371 1619 4017,0
4061,6451 6343 7526 188 5071 1740 5045 6794 8134 6619 5071 3078,0
3894,1207 2199 7343 6084 3968 7393 4976 6300 5922 8506 230 3468 4675 88 237 1041 5094 7924 5141 393,0
3513,7136 8406 2281 4157 3581 7924 5779 3283 2763 8347 3119 6311 6084 6349,0
3152,6084 5551 6216 3211 4443 3624 5922 4188 3520 4608 2812,0
1321,2178 753 7669 2892 3850 572 6700 7669 2516 2892 1444 5071 1122 1994 5045 3078 5983 254 237 8075 3718 624 3604 3283 6560 769 5045 7526,0
2242,4584 2281 6700 565 1827 230 4938 1280 1799 5335 6700 5819,0
1833,4315 4608 3385 1994 8542 5326 5773 6084 6009 6461 5094 5773,0
4239,7685 2230 3007 4017 771 4547 5339 794 5819 4224 2734 4017,0
1579,3182 4702 6517 696 1996 4746 2734 6349 4662 1813 5261 5773 5573 6803 753 4866 7669 4179 2698 5868 237 6527 230 7669 5107 7669 4179 2698 1309 237 6527 5773 7669,0
1921,425 230 1207 5326 3825 6300 1224,0
4505,3216 2373 4017 1501 2248 5045 7526 7685 6349 6084 355 1588 2199 4017 5035 844 5035 7526 5837 771 5045 3277 8406 7710 7526 5035 8545 942 5035 5035 5541 7555 5035,0
3594,4477 761 8182 4675 8568 5620 1690 7526 3656 1936 8600 5217 220 1740 1419 8182 5922 3766 8506 7526,0
1926,322 5620 230 2291 2134 4017,0
1943,7860 230 4533 8075 3078 2376 4533 472 3242,0
2438,3542 6461 285 4179 2734 739 237 6527 5672 7477 572 5514 1541,0
2798,693 755 5773 7685 4752 5045 4369 5773,0
3666,3125 755 2186 1740 4369 3078,0
1311,490 6225 8600 4133 6776 667 4032 7669 6084 699 3291 1994 8406 6843 230 3656 2963 4144 4759 8406 6843 699 5045 1994 3291 4652 7669 6700 1082 2217 7532,0
4042,590 2242 5819 6537 6517 1011 7957 1212 3078,0
2456,3866 7343 696 6983 230 4871 5045 6349 5174 696 2923,0
1277,7685 5795 203 3324 8406 5118 224 8373 8542 7614 6700 4854 5255 5672 5045 230 6160 8406 8587 5773 7645 5922 3532 942 5672 8406 3415 7526 287 5045 4986 4462 224 1205 1994,0
3196,4799 6193 237 8406 748 6300 580,0
3548,6852 7171 8594 6639 5094 5773,0
4788,1586 4017 5573 3491 8178 4552 1994 4746 6901 8393 8235 5773 6084 5773 7527 5773 4726 5773 4035 7533 3763 1200 4032 3691 3296 7383 6584 5838,1
3564,590 7771 3078 3161 230 6013 5922 4722 230 6794 237 5922 879 171 3647 7473 4976 4292 230 1392 3078,0
3351,5372 8380 6700 3771 6700 4426 3718 6385 739,0
2187,6448 2230 2734 6927 3632 6517 2698 2269 6517 4592 378 6589 907 2869 1543 1582 7511,0
3518,468 5071 2269 6517 7805,0
1026,6084 2086 1698 1364 6794 3581 8600 5795 4675 307 4608 8604 6300 5779 6589 3669 4196 562 8380 3078,0
4698,571 6550 6589 5795 2734 4595 5773,0
1986,427 7526,0
4739,5270 2998 6700 3000 753 2738 6700 4608 4580 5235 6700,0
4578,6183 33 8326 8447 7526 7152 3078,0
2921,1140 4144 4385 4032 1947 7450 1503 3001 2443 5643 3505 5773 7860 5990 5773 5373 230 1741 7297 3848 7528 5773 5658 230 7528 2370 388 5773 5713 230 6707 4032 5101 230 6084 6980 5439 230 5174 8542 4959 3836 911 5773 1928 4032 6084 6980 3607 5773 2934 4032 6084 6980 8613 5689 5773 1988 4801 5951 4032 6084 2945 5658 4144 5492 4638 5773 8172 4032 3821 2945 5658 7549 5773 8324 4032 3821 2945 5658 5922 6964 5773 7528 3287 4144 770 3467 5773 4728 7531 3078 1868 3457 6166 230 4518 7152 1089 2552 5773,0
4615,6233 7526 5172 1364 6392 4353 8631 5174 2325 5090 7526 5172 4608 3474 4369 3078 3332 6794 4007 7526,0
2933,4442 5107 3804 2528 3119 997 7669 4090 776 3934 3385 7669 237 223 3859 8406 6463,0
1962,2985 2283 2159 5795 203 2963 5922 1836 755 5773,0
4019,431 12 226 4017 6084 1444 1130 6461 3415 6300 5275 6692 2422 5819,0
4186,590 1259 7526 3821 3668 7325 5138 7526 2297,0
3375,5710 2833 6919 7711 5773 3730 2655 2734 3078,0
4008,6084 5566 8542 1436 8130,0
4356,7436 7338 230 4840 2576 230 2698 5795 4525 8542 3769 6604 7993 4715 5773 1051 5342 4976 116 224 5596 5773,0
4370,3182 7112 7924 7529 753 5107 5174 1698 2295 3543 6281 88 6700 3656 7744 4211 753 230 5174 1698 2295 7589 1247 88 7526 5035 4809 1947 7442 4534 5035 6956,0
4772,6084 2945 237 8322 5291,0
3781,5096 8155 4032 5579 5071 3123 4144 8573 230 5071 3225 7669 5243 7669 5837 5071 4883 4995 753 4144 1295 6416 7924 5243 3078 3078 8257 3577 4144 183 7924 5922 5821 6700 4017 8257 1774 6700 6521 5071 4883 2154 753 7986 5821 3078 3078 7669 7762 7400 7669 6546 753 4144 3320 4571 3103 2154 8166 118 2348 2317 4032 8504 3968 5323 4144 183 7924 5922 2440 230 8528 5107 4503 3320 7526 3275 7566 7566 4144 8600 2698 7902 3651 4819 8257 5514,0
2590,3293 3283 4297 8138 3080 5658 3579 5672 2403 6976 6384 6343 6214 3055 8488 3468 4722 6300 3601 3248 7532,0
1347,3183 385 2186 3288 7812 3078 4366 7343 2186 6794 2488 495 5773 5172 2835 804 6300 1787 3078,0
4657,4619 1690 1364 8138 126 6343 6214 2698 6794 3579 5373 6431 352 5773,0
4001,1908 3501 1651 8542 8568 1702 2450 6547 772 1543 162 7924 1757 5773 7685 3968 1041 6193 237 6532 5026 237 3501 4211 5773 6521 3771 4675 6074 5773 490 6547 772 5773,0
1554,4000 1295 5817 254 3065 5773 6084 3384 4026 2810 8406 3894 2635 753 3581 5773 6521 4442 761 5773,0
1929,3217 1763 5922 3777 2154 7101 3635 3283 2325 5255 6300 6545 4921 224 6084 5063 7027 6084 2807 5425 4211 6193 518 6254 5934,0
4811,7685 6349 230 8518 3119 279 5773 7238 6879 230 6572 230 1296 230 3360 230 753 8075 1698 6349 5773 3821 1089 2963 1307,0
3445,7513 2892 5989 5773 3746 371 5773 5590 784 7653 5773 6032 2728 1656 841 6640 5773,0
3850,8364 7519 2186 8406 663 6700,0
2754,2925 7341 7542 7812 2540 476 3078,0
3912,6084 1309 6532 6554 3283 4442 6257 7839 6324 230 2807 6084 4912 6193 6300 6532 5026 6589 6428 3078,0
4490,1586 4017 5573 3491 8178 4552 1994 6096 8022 4580 2756 4746 6901 8393 8235 5773 6084 5773 7527 5773 4726 5773 4035 4182 3763 1200 4032 2653 3296 5246 6584 5838,1
3954,6747 4265 553 6002 3718 2130 4608 7986 3245 5373 4862 1628 1444 1519 4547 603 4976 4923 3718 3942 6700 810 1028 3759 5219 214 2641 4265 4608 3385 553 5181 4972 4017 4017 4017,0
2753,3922 3656 4236 4032 7669 5597 5922 5620 2440 230 3283 3759 6781 237 6266 7669 7526 1082 256 7526,0
2436,3182 3905 5740 7860 5341 2562 796 230 4712 7902 230 618 7860 230 7950 8083 5773 1207 2330 1656 224 8444 2734 378 2612,0
2326,6710 7526 8364 6818 7488 597 6619 8406 5347 1395 7526,0
2021,676 5792 5101 230 6277 2734 2230 7210 5922 4944 572 5773 6084 6556 237 1968 4211 237 6461 7509 6517 6084 5795 1226 6220 6300 3013 5211 1994 8542 1627 6551 7585 224 5795 918 237 102 5922 1381 7860 8271 5773 6084 1637 4211 5169 3647 7000 7924 5045 237 6784 2655 3669 2734 3501 2963 8207 123 237 2735 224 4533 4662 2698 4111 2670 6193 5773 6084 1950 4799 6300 5922 1422 224 1679 3647 1275 237 102 8542 8271 254 1834 493 8406 3682 5335 3446 7924 1163 4759 5773 3332 2734 2134 4500 5773 3953 2734 1994 3291 5773,0
2106,7764 1444 4912 6193 224 404 6300 596 4580 727 6700,0
3232,6084 4799 6300 5061 3687 5085 2103 7218 237 5982 7727 6300 5922 6551 6379,0
3757,1995 2698 4799 5107 978 237 6290 6985 5773 5598 5773,0
4519,4584 2281 6700 565 1827 230 4938 1280 1799 5335 6700 5819,0
2356,6084 4799 5175 7924 3080 5255 237 574 1994 3258 8278 6700 5202 8406 8052 6700 2297 4676 755 5071 3080 3078,0
3587,6084 1444 3647 6436 226 4017 3821 1444 4768 3160 6436 6843 7526,0
4229,3917 4017 3821 2230 3366 237 2486 7152 5773 5567 6296 4746 6517 2734 5795 5044 5922 7337 119 3223 8443 5773 4035 6167 1556 7266 5615 5773 6490 3261 5773 3738 2014 154,1
1590,6084 353 4912 8542 5239 1189 5085 5773 1908 5234 5922 7805,0
4710,4273 1698 3968 4912 4675 6193 230 2734 5965 518 8084 3078,0
1443,6084 6464 5982 6517 879,0
1078,6084 1929 6277 907 1192 6517 5430 5045 6214 1813 7771 5430 8631 4017 7685 7341 1540 2968 237 4986 341 2655 230 2540 5773,0
2783,6088 911 2698 1444 5326 2734,0
2617,1501 5099 230 5035 753 472 2017 5795 7153 4017,0
3408,7983 3131 6445 5819,0
1291,1545 1947 2696 4209 5540 5368 4693 5773,0
1217,7823 4097 7526 2297 7526 3332 7526 5222 230 5071 138 5823 4608 7171 1395 7526,0
4672,3984 230 6353 6353 753 6500 6619 5071 7526 7152 1740 5045 5658 5869 8631 5949 5107 6300 3702 6589 4676 3078,0
1263,8581 753 6547 963 6700 2087 753 5450 963 6700 2819 753 3934 963 6700 1117 753 3602 963 6700 3656 230 4493 4521 6351 4521 753 6547 6070 6700 1082 3747 5773 4032 4801,0
1820,6084 8538 230 4819 7027 4608 5773 7685 5063 1309 237 3647 3080 3581 6517 6220 5672 5922 6767 3485 5773 3877 5174 8542 77 2266 2734 5795 753 8542 77 2734 460 1582 387 224 7138 6201 5922 784 6300 5672 48,0
3509,3866 5582 5919 6193 230 7812 2734 6927 2963,0
4816,5465 771 6300 8028 8364 154 3468 3242 7698 1994 77 6439 2645 3253 6102 5922 454 2720 7924 8143,0
3693,5927 5475 442 2168 230 7957 753 5922 5981 4159 5534 1994 2734 237 5300 4211 7526 5475 442 2513 2715 230 7957 753 7028 435 224 6843 7526 6956,0
2203,6521 5954 4675 5595,0
3468,2610 230 8406 4450 7588 6700 4608 4799 5672 150 4369 5773,0
1909,754 1395 7526 7152 3078,0
4659,228 447 145,0
4360,2936 2756 8470 8542 560 237 2269 5922 7187 8261 2239 5848 230 8542 1436 4580 5773 5373 1556 6722 230 5922 5160 4012 2191 6589 5922 5267 5735 1589 6619 5435 4017,1
1430,3074 3968 5071 2150 5045 4144 6571,0
4203,5172 6794 7473 1395 3078 3086 2121 237 4912 5045 6193 2963 5163 7526,0
3409,5101 2610 230 2667 3474 5326 5045 5773,0
4688,590 2812 4017 6521 8406 2385 5551 7421 3581 8542 4594,0
2178,7685 6527 4179 8075 2734 6254,0
2381,4904 2734 254 3385 7643,0
4538,4619 5138 353 4752 8465 6343 5773 6448 4676 755 1089 1698 1224 6053 3078,0
4517,6451 7526 4603 8551 7526,0
2706,6451 5773 3730 653 7622 2698 8182 5773,0
3671,805 2002 8548 7464 230 653 5620 732 237 5071 4017 708,0
2728,6084 5750 6517 6084 6980 1543 2734 5773 2432 2734 7826 5773 287 2734 2199 142 3970 2734 2230 5773 3730 3385 2734 1579 237 5045 7526 3730 3385 6084 1309 2734 7526 7167 8406 5118 7526,0
1115,1520 6527 230 2734 3139 3647 2963 1194 8075 3485 3078 6084 7615 3647 1275 237 2269 3581 7924 5141 5922 3766 6384,0
1087,6084 4799 6300 5922 6964 3503,0
2398,3285 5922 5620 3253 5773 2369 3581 1994 5773 7452 5174 2734 2269 4715 1698 1588 1978 2655 7804 5773,0
2181,783 5819 142 653 4557 5860 3078,0
1537,4119 230 2750 6193 1698 5063 5795 1777 3385 4595,0
2364,3577 6897 6539 1944 675 1698 767 6193 224 4069 3477 4388 2230 3080 237 2216 4017,0
2298,7633 6254 3366 6549 378 3078 4032 6378,0
4375,7152 8347 1309 5922 1677 1556 3321 7581 1846 985 5254 3078 7152 1740 5658 1041 1095 609 7248 3078,0
4120,2698 3968 5326 6300 7860 2019 7343 5862 8380,0
1484,4904 2734 6902 3825 3078,0
2740,2985 753 8075 5551 8476 224 5160 237 5045 5773,0
1580,1051 4017 4904 2734 526 237 2127 224 8639 6300 4966 3078,0
3206,5837 2734 7028 2175 6922 1543 6461 756 3078,0
2544,1922 230 8298 6300 4032 4904 7957 528 1745 1994 5045 5773 2698 7372 6787 11 77 1556 6894 6517 5142 7372 4819 5922 7517 3283 4349 7982 3225 6894 5672 4211 5773,0
2911,8047 5873 408 5944,0
3377,7531 1425 708 7337 5163 237 2269 6300 230 753 6517 8380 3078,0
1717,3913 203 3825 6700 6084 50 8340 8631 6300 3601 349 270 6700,0
3040,7531 154 4184 963 7234 5107 631 5773,0
1710,7018 3256 237 2768 88 6254 254 5773 1796 3968 3225 2502 3283 7027 6653 518 3543 2968 237 5045 5773,0
2887,7018 8380 230 7343 4272 1096 5881 5045 230 5071 4178 3751 6700 581,0
4328,3656 6461 617 5497 154 7860 520 7860 5773 6718 5773,0
2530,6084 1041 4211 1698 2889 5795 8542 5239 7695 7296 5773 3332 1698 4991 1698 1410 5795 4211 254 7511 5085 3078,0
3529,8414 753 3839 4912 6193 224 404 2963 4787 6073 5773,0
3911,35 6619 6598 5974 2169 8319 5393 7954 4017 4017,0
1338,425 4131 230 8406 3933 7142 1401 1582 3485 224 6084 3384 4912 6193 6439 40 3000,0
1388,6084 8538 6349 1481 7269 6700 2698 1444 5219 8406 3169 224 5234 910 3169 753 3581 7924 1230 5085 5773,0
3946,3216 2373 5773 6084 44 7708 5551 3468 5045 5672 152 1189 5085 5773,0
4003,1947 3777 2154 1984 5674 3283 753 3934 5522 237 3765 4211 5773,0
3039,6854 6517 6980 4608 3724 5817,0
4836,6787 2936 2756 7743 3581 3477 3880 2144 7924 4631 230 7550 230 5603 230 5721 230 8246 224 7480 230 5287 6461 8130 2124 224 8054 8444 6381 237 4239,1
1348,1774 4017 6084 4799 5922 77 4080 4131 4017 2977 5869 5045 6461 5358 224 7631 6300 4441 7526,0
1835,6084 3848 3283 4580 77 4912 6193 3321 5239 5773 6084 5219 7874 7924 3751 4069 1240 2728 8380 5773,0
1204,5646 5551 6216 5922 7020 7331 1543 907 5987 1780 6193 5773 5924,0
3278,7954 5658 7158 6084 2095 5110 3575 1590 8063 1536 4851 5540 520 4360 5503 520 3595 6261 520 3455 6637 3016 6998 7152 7306,0
4484,8105 6129 7526 3821 6174 7524 2963 1118 786 1395 7526 3375 1819,0
2920,5270 7648 6300 4899 3078,0
1771,2886 5141 6254 8075 1891 3303 3771 4608 4935 5773,0
1222,6084 885 6782 5545 5910 1994 3281 6815 230 7343 4533 8380 1543 2734 3078,0
4724,8579 4032 5849 237 3746 4032 2493 1280 8534 6461 3627 7924 5713 3284 274 755 237 997 1556 6461 5239 5085 4017 374 1500 6584 7106 7173 5785 1769 1708 3078 3906 6771,1
1466,1278 5045 3718 8566 3271 1782,0
1585,6084 3468 6192 853 5773 6084 4509 1818 6193 442 5658 3284 237 2199 7343 8406 812 6556 237 203 6300 5773 6084 5099 2655 8631 5174 907 2470 3797,0
2048,8504 7924 2513 6541 6300 2096 7853 6700 4017 4017 7669 5579 2698 5318 230 5915 1992 4406 3533 2669 6700 4017 4017 4577 3533 6015 7126 1047 1992 5658 1301 6739 1113 6499 8352 4229 6700 4017 1082 8157,0
2998,6451 5107 5922 727 1444 2269 3751 5922 1731 5773 2402 1613 2612 224 6501 5773 5643 6501 7027 1698 1089 8075 3080 237 8542 7417 5773,0
1387,6084 1185 6787 12 6709 1800 3283 5931 5658 4207 2698 5795 1226 2786 162 7924 6835 8075 7426 230 1698 5795 3468 3477 7620 7130 3989 2963 8542 3021 4017 5728 5094 1280 5718 6660 7973 5773,0
2811,6493 4353 8406 3019 230 1392 3078 2707 4017,0
1330,2555 7971 8297 5773 1090 5242 3078,0
2247,5243 4129 7779 7152 1143 6742 5773 6084 1660 2078 6261 4213 7152 8404 5264 6849 6084 4562 1947 6970 1788 3834 5773 5976 6619 2878 8527 801 520 5658 7931 433 6742 4017,0
2034,300 3601 4660 230 2698 4986 6547 6547 4938 7891 5773 6084 5450 3798 2734 3601 5773,0
1727,3811 2698 6843 2734 6439 2861 1753 5773 3285 5922 7228 572,0
3324,7400 230 3750 230 4117 3084 4139 4211 3836 4608 4056 5658 6031 4801 6084 4595 8130 2963 285 6300 3695 230 5551 3468 4211 3512 7800 1615 4139 6084 7177 1185 4819 4768 3718 8138 1185 572 5658 4826 4017,0
4460,6546 5773 708 1827 5773 6084 5795 918 7809 1543 1651 5239 5773 7531 5796 1543 4357 5773 3332 2734 8253 5234 1651 4647 2715 3490 5773,0
4012,3898 7464 2698 5795 237 7532,0
3095,2759 3119 2230 5897 8542 350 7886 1994 6915 7924 7156 7526 3285 2734 667 5179 3190 3718 2946 1994 8542 7346 6411 7924 2126 3078 7531 753 6547 6386 230 2698 7027 4211 753 366 6700 6061 6739 4367 3078 3078 3078 262,0
4181,1480 6300 5452 5534 1994 388 237 2269 3581 7924 8406 6536 4608 6084 3968 1041 5922 1730,0
3450,4987 2734 5219 8631 237 203 907 3242 7532,0
4245,878 3078 6084 1964 755 4858 7860 4445 1179 753 5107 164,0
2330,1774 6084 6349 8542 2378 5058 1556 6223 8542 4468 5819,0
1671,1173 3283 8406 3298 753 4298 4069 5773,0
4327,6084 5432 1690 7526 1390 220 6392 7526,0
4136,3730 4056 518 2734 2269 6031 230 5551 260 4392 4016 1635 7900,0
1289,7661 5035 2995 5620 7343 7064 3053 4924 5773 1520 1519 2734 6300 230 5063 2734 5099 2002 241 5035 8380 3283 3076 5035 2813 5773 3659 2734 2963 5307 3771 4017,0
1947,2760 6300 8542 5574 7924 8542 7466 5773 5334 6781 237 203 4715 1782,0
2534,4034 3078 7685 2728 5658 3284 224 6036 1226 7734 6619 7526 326 6461 2319 5255 3078,0
1303,7685 4530 978 7473 5181 2266 230 1189 3078 6084 1309 237 5235 3581 224 1730 4017,0
4397,425 5035 6980 2963 8542 4404 5773,0
2269,6084 6349 4442 4757 5672 5395 7924 254 6432 8502 7269 3283 1994 8542 5395 663 4442 5107 5765 2655 6517,0
1565,7400 5773 7764 2230 3080 237 8542 2792 1393 2963 5934 4608 5826 203 5141 6589 7957 905 5773 6451 3078,0
3650,7833 2734 5746 79 4369 4017 2644 8214 230 3283 88 2230 8380 4608 404 5045 5922 8444 5174 696 3474 6584 3785 6057 224 4297 4407 5773 4138 8075 753 5335 230 3909 2145 224 8075 4808,0
3936,4527 7605 224 3000 2738 4608 907 6547 6070 5819,0
3220,7764 2728 2186 220 6392 5361 6589 6232 6254 7986 6700 188 2186 1419 5234 237 8406 8566 1481 6700,0
4852,6787 5983 5922 1577 5658 3718 1530 4801 5658 7552 5608 4976 5922 8587 5773 8579 8251 8420 5373 8420 5658 2236 1107 8251 2571 6900 8062 237 7607 1155 4017 7640 4472 4345 6619 4580 5530 5928,1
4714,5270 3078 3078 3078 7400 1313 5080 8566 8266 3078,0
3160,4904 2734 5593 237 6794 1994 7260 2266 5773,0
4822,1906 6343 5773 7600 7874 7924 7538 6343 5773,0
2507,6032 5740 4117 224 237 2269 6461 3266 4715 237 6545 4921 4858 1702 2963 5922 5477 1179,0
4170,4878 2968 1628 3078,0
3568,6084 904 6373 2186 2540 1189 6700,0
4627,3057 4801 7685 2230 4332 5922 5108 3257 3057 4017 5326 4101 809 7737 5773 5200 7999 6558 1086 5773,1
2789,590 5862 6220 4017 5465 5795 5922 5620 3485 224 2698 1444 3501 5071 5922 5326 2612 5773 2527 5085 3080 237 6794 237 853 3485 3485,0
4638,6084 5063 5868 2734 237 150 5773 3656 1813 4624 1799 4179 2698 3968 237 779 4347 5773 1016 1543 2734 4866 5470 1568 5773,0
4701,3898 486 7488 8542 5658 8278 5672 7614 1395 7526,0
4204,5544 2734 3968 4768 5922 2748 7559 6300 4259 3078 1090 6527 1240 2269 8075 8542 5620 1631 3078,0
3097,3746 1309 3279 5773 6183 2967 3321 5239 7662 5773 4619 5656 5107 4097 2698 8431 5773 4477 5534 6619 8406 8488 5658 33 1729 4608 2698 3968 8340 5773 5046 3337 5071 1395 5071 1996 3718 2442 5773,0
4679,3293 5773 6084 5551 972 5773 1520 4748 1635 1944,0
3557,551 3971 6343 5773 6084 8380 3771 7805 2186 6343 5773,0
1403,3757 3718 1621 441 2734 4608 1497 8134 7567 237 7814 7924 1747 7526 6547 3589 3696 5141 230 4752 77 2825 2734 800 7343 5107 6220 230 2698 885 6781 237 203 6193 4614 4362 7891 5773,0
4515,2977 5869 5045 5107 8075 7924 8406 7331 7207 2230 6300 6461 1510,0
1700,4511 4461 4211 4442 7868 237 3208,0
3805,7074 6322,0
2125,4987 5795 4675 3540 3759 1845 2968 1812 8380,0
1031,7627 5457 1755 3668 4912 6193 1651 5239,0
1785,7685 7654 3581 7924 2549 2232 4017 4017 6216 7866 8542 1095 572 2641 1185 708 7431 5085 4017 7982 1543 5045 8303 5174 5071 4943 2269 5922 5821 2435 4017 3718 1936 7982 457 1698 1444 2269 2586 4017,0
4756,30 230 1698 885 6794 224 2199 230 5795 237 6794 237 3127 7464 5773 4904 2734 2963 7473 230 3468 3669 237 404 6300 3825 3078 6448 957 6794 237 5779 8084 4017 4917 1936 3968 1041 7538 6300 5773,0
3309,625 3078 4015 3078 1662 3078 7790 7022 3078 916 1882 3078 8536 3078 6084 3798 2734 230 6424 7526 5035 4132 6461 3266 5035 7718 2734 6794 237 8542 6290 3934 3078,0
1425,3746 7891 2698 6527 5795 3474 2922 2793 528 5885 5773 7436 4117 4117,0
1109,6084 1679 4931 2734 1543 3581 6461 2263 5773,0
3300,6026 5071 5141 2540 3078 4442 2920 6959 4417 8600 245 4664 5773,0
